full_text,tweet_id,screen_name,user_id,created_at,lang,location,time_zone,verified,listed_count,favourites_count,statuses_count,friends_count,followers_count
Planning our @Warhawks_WCHS Fall Pep Rally with our Senior Leaders! Looking forward to a fun Friday! @hawksnest2023 @jnjmcswords @WCHS_Smith @EricNickel1 #risetogetherwarhawks @porrettm @Athletics_WCHS @NBC4FFN @WCHSBandBooster https://t.co/ngSHs0h22S,1560051869728350209,dsayre32,272462043,2011-03-26 15:22:02,,"Columbus, OH",,False,29,17919,3902,2236,1962
Ready to start year 4 at UWF Athletics thanks to my trusted coffee https://t.co/MgYePCjqk8,1560051855673081856,jbuhls10,736999598611255296,2016-05-29 19:16:11,,"Ferry Pass, FL",,False,3,9713,2785,260,196
Just posted a photo https://t.co/rw1Y2cDUzq,1560051843706884097,mlsd_athletics,2766672578,2014-08-25 15:12:07,,"Manchester, OH",,False,5,12,2323,0,401
New Story:  https://t.co/6UU3ocZ8lD,1560051740417765376,nphs_athletics,892767316383080448,2017-08-02 15:21:29,,"New Carlisle, IN",,False,8,3243,5731,125,685
"The Starting XII for todays match vs Everett! 

Stream Link: https://t.co/k12M8kyPw9

#TheClipperNation https://t.co/6TVnte1m58",1560051739742584833,spscc_athletics,26681923,2009-03-26 03:46:01,,Olympia WA,,False,13,640,2131,221,619
@KleinschmidtJD Please help me understand the state and future of @Athletics?,1560051625997189120,darrinwolfe,437933068,2011-12-16 00:42:42,,"Hollister, CA",,False,1,2152,187,350,21
"Athletics: Over 60,000 participants return to Sydney, Australia for City2Surf, the world’s largest fun run https://t.co/eXocKviXu5 https://t.co/BHe4FEnNSc",1560051579151175681,runnersweb,30761455,2009-04-13 00:36:46,,"Ottawa, Ontario",,False,65,22297,55297,497,1189
@lets_go_motors would like to congratulate our very own @trackh1wk on starting his next chapter of life in college at @stedwardsu @seuxctf #Trackhawk #LetsGo @ St. Edward's University Athletics https://t.co/cuduTdq4sV,1560051176502169601,TOELETSGO,28590614,2009-04-03 15:55:27,,"New Orleans, LA",,False,6,1231,9839,1027,1543
"Setting the stage for tomorrow's match against No. 5⃣ Santa Clara with @tina_estrada6 

🎟️: https://t.co/RF0zh1UOIG

#AllSpartans https://t.co/8bkJ7fkubF",1560051085175189505,sjsusoccer,2774041405,2014-08-27 17:51:13,,"San Jose, CA",,False,34,2195,3038,348,2138
"What an awesome opportunity to spend a year working with the Pitt Sports Med Team. 

Join us! Our ATs, PTs, docs and students learn from and collaborate with each other, day in and day out, caring for the @Pitt_ATHLETICS Panthers! #H2P https://t.co/wjSUAvTwti",1560050902744137733,jenmverb,940428409821384704,2017-12-12 03:49:40,,"Pittsburgh, PA",,False,2,17416,1415,713,396
BAM-  Lesson                             Create memories and life lessons through high school athletics.        #Characterwins https://t.co/uY0Dwfe1pH,1560050900084875264,Broome_Football,3364954827,2015-07-07 23:45:03,,"Spartanburg, SC",,False,10,9869,5983,1373,1461
This should be amended to college athletics support staff in a nutshell. Senior admin and head coaches get plenty of raises for relatively little. https://t.co/6Ks9yVL90v,1560050802491699200,CalebDunlop13,280357093,2011-04-11 05:22:39,,"Ellensburg, WA",,False,9,42738,15646,816,411
"It's kickoff time this week! Here are breakdowns of the teams around town:

Lake Norman looks to elevate in Greater Metro with experienced lineup. @TheLake_FB @LNHS_Athletics 

https://t.co/JYbsf5Oz05 https://t.co/t5U3asb0jV",1560050737685610497,MooresvilleNow,269622769,2011-03-21 04:23:23,,"Mooresville, N.C.",,False,22,62,1776,156,1835
The @SFCCNM Postgame Interview with @SFHSDemonsAthl1 Goalkeeper Molly Wissman! @KSWVradio @SFPS_ATHLETICS @AdamDiehl15 @baronabeyta https://t.co/NLH25KwYq9,1560050678164103168,SportsPrimo,1222848884,2013-02-26 20:02:09,,"Santa Fe, NM",,False,5,1787,4537,216,2041
"A major thank you to our @ucr_athletics family Coach @SLeBeauf, our guest speaker for taking the time to come in and speak to the team about Servant Leadership!

A message to remember. Thanks again for investing in us Coach! #TogetherBelieveCompete #GoHighlanders💙💛 #UCR 🏐 https://t.co/g9jUTC5O8L",1560050589530193921,UCRVolleyball,323287166,2011-06-24 15:37:27,,"Riverside, CA",,False,25,215,1244,73,1143
"Cedar Springs - 0
Forest Hills Central - 0

Halftime 

@FHCMensSoccer @fhcsportsreport @MHSAA @MLiveSports @FOX17Blitz https://t.co/e8eX3sQyfN",1560050215926775820,cedar_athletics,745370667638370304,2016-06-21 21:39:50,,"Cedar Springs, MI",,False,7,194,1177,86,518
Harris-Stowe Claims Second in Women’s Soccer Preseason Coaches’ Poll https://t.co/sDTO56dNVl,1560050158418776065,HSSU_Athletics,709484219622301696,2016-03-14 20:59:54,,"St. Louis, MO",,False,7,2221,4129,390,1293
"What better way to welcome back our student-athletes than competitive rounds of laser tag?? We’re excited to have our athletes back on campus and look forward to the upcoming athletic year!
#OneBlood #GoBC https://t.co/YUcmYWnmgz",1560050116974841864,Berea_Athletics,364909899,2011-08-30 15:09:01,,"Berea, Kentucky",,False,14,636,3536,76,1575
@MartinJarmond you should be clear with the regents that donors will stop donations and lead a campaign against donating if the regents act in such a manner that ucla athletics cannot act in its best interests to flourish. We support ucla athletics not UC System or north campus!,1560050009977921538,socalsuperagent,1328249720301445120,2020-11-16 08:13:18,,"California, USA",,False,0,7622,2486,872,44
My guy working hard as usual 🤍🤞🏽@BDRoberts20 @MLCTitanCoach @MLCHS_Athletics https://t.co/DG0sNVdL4b,1560049523703136257,KenyonGoodin,1326331452548636673,2020-11-11 01:11:06,,"Shelbyville, KY",,False,4,1552,359,1718,618
@WDWarriorVb takes first set over @brvathletics 25-15.,1560049360473391104,WD_Athletics,969037453,2012-11-25 00:00:23,,"Gaston, Indiana",,False,24,2180,19773,153,1805
"5/23/1978   Fall Classic Baseball

Mitchell Page fell a triple short of a cycle, and drove in 3 runs in OAK's 11-6 win over MIL

@Brewers (21-15)      6  13  2
@Athletics (18-21)   11  14  0

HR- Oglivie(7), Page(4), Newman(1)

WP- Keough (2-3-4.48)
LP- Augustine (4-5-5.52) https://t.co/egvv6ursSS",1560049352130928642,o_replays,1244765914949726209,2020-03-30 23:18:38,,"Nashville, TN",,False,6,1283,1170,167,400
Daily Courier: Falcons look to continue upward climb https://t.co/F499GNiGf1 https://t.co/yFScA5P9zh,1560049259751276547,CASD_Athletics,796533931365515264,2016-11-10 02:04:22,,"Connellsville, PA",,False,5,1533,2489,158,1134
Updated 2022 season schedules for Men’s &amp; Women’s soccer teams #VamosCrush https://t.co/grc6EB9MP5,1560049115001565184,Crush_Athletics,958119883975270402,2018-01-29 23:29:16,,"Fresno, CA",,False,1,1126,1093,138,238
"Women’s Soccer Opens 2022 Campaign Hosting Youngstown State

📰 https://t.co/bIn4atholj

🆚 YSU
📍 FirstEnergy Stadium
📅 Aug. 18
⌚️ 7 PM
📊 https://t.co/EZMzGT1PcL
📺 https://t.co/ILrgzdDgLB
🎟 https://t.co/aP6r6CVjjj https://t.co/ahOMQJMiNW",1560048987155177481,ZipsWSOC,349060308,2011-08-05 13:40:12,,"Akron, Ohio",,False,45,378,5277,476,3162
"🔥 » HS Football  LIVE▶️ 2022
🏈 » Hapeville Charter 🆚 Newton
📅 » Aug 18 2022
🎥 » https://t.co/awdBAc0Vmc
⏰ » 7:30p.
@HCCA_Athletics @TheHCCAHornets @CoachCWalk7 @Newton_High @AthleticsNewton https://t.co/5xSr5UaJUV",1560048914631651329,ophtic,939406758308593664,2017-12-09 08:09:59,,United States,,False,0,0,316,213,360
Congratulations to the https://t.co/betuTZx54N Sports Primo Player of the Game @SFHSDemonsAthl1 Goalkeeper Molly Wissman! #staystrongstayhealthystayuptodate @KSWVradio @AdamDiehl15 @baronabeyta @SFPS_ATHLETICS https://t.co/jubAwsLfdx,1560048441954144256,SportsPrimo,1222848884,2013-02-26 20:02:09,,"Santa Fe, NM",,False,5,1787,4537,216,2041
"The 2022 edition of the ""Milk Jug"" game T-shirts will be on sale in the NP Athletic Office beginning Thursday.  Shirts are $15 and can be purchased with cash or check.
Sizes from small to XXL are available, but supplies and sizes are limited!",1560048350015127553,nphs_athletics,892767316383080448,2017-08-02 15:21:29,,"New Carlisle, IN",,False,8,3243,5731,125,685
"bringing athletics to y00topia…

@y00tletics https://t.co/5h2lRw3pxV",1560048206494384128,iszorNFT,1548501225657622528,2022-07-17 02:54:27,,Solana Springs,,False,0,17,33,24,47
Tonight’s Athletics-Rangers game questions: will Rangers’ pitching hold the Athletics to less than .215 batting average? Will the Rangers score more than 4 runs? Will there be more than 9 total runs scored? Your thoughts?,1560048062034284547,NiceLookGregory,1359967326863462400,2021-02-11 20:47:43,,"Dallas, TX",,False,0,167,3997,585,36
"Join us for an awesome day of golf at the Inaugural Hermits Athletics Golf Tournament. Come out and support your Hermits Ice Hockey team as well as all of our other sports teams #HermitPride

Link to sign up: https://t.co/Fds6579y8G https://t.co/6n84FnNe9D",1560047952357367815,Hermits_Hockey,3432114341,2015-08-19 22:39:04,,"Richland, NJ",,False,1,29,73,12,132
Able to check out the @GCCougars soccer team @RHS_Athletics tonight! https://t.co/7ezbXHYZBD,1560047925442613249,GCJHCougars,1141877693765562369,2019-06-21 01:17:12,,"Indianapolis, IN",,False,0,1180,436,686,208
I don't coach track. I coach athletics.,1560047813311926277,ahCoachJiles,1407834844088963074,2021-06-23 22:56:17,,"Kansas City, MO",,False,0,965,399,242,70
"What's #Best on https://t.co/DqF6GB2Vbh ?
Real Madrid C.F.
https://t.co/Nnq3ZYtdRh
#foot #ballondor #foot #bestfoot #realmadridcf #real #madrid #sports",1558559149977395202,whatisbestnow,1112875661138579456,2019-04-02 00:33:28,,"Los Angeles, CA",,False,5,130800,194604,3,228
"La Liga prediction: Valencia CF CAMPEONES!!!! 

Or more like 9th. Meh. 

You know one of Real Madrid or Barcelona will win the league. There. Enjoy. #LaLiga",1558210012744384513,amunti,7157832,2007-06-29 18:37:41,,"New York, NY",,False,51,26665,37641,2970,1734
"18 year old Guillermo Ruiz 🧤 A US dual national GK who just signed a 4 year deal for Real Madrid from Spanish club Murica CF ✍🏼🇺🇸

 He has previously played with Lonestar SC in Texas and will be playing for the Real Madrid C team this season 🔥 https://t.co/m9np9ka5nC",1557960400095744000,ussoccerplus_,1476166332286525442,2021-12-29 12:21:08,,United States,,False,4,9,138,2545,731
"NFT &amp; CRYPTO TRADEMARK SURGE
Spanish football club giants, FC Barcelona and Real Madrid CF have filed for a joint cryptocurrency and metaverse trademark application. Engaging with fans by locking them in with your own branded digital trading currencies looks to be the next growth https://t.co/oGK2HcdWdt",1557913801353469952,TrademarkVI,1549353752,2013-06-26 23:47:05,,Melbourne,,False,3,35,446,604,262
"What's #Best on https://t.co/Q5u4wVAkic ?
Real Madrid C.F.
https://t.co/tHp0nF8M9f
#football #champion5 #football #bestfootball #realmadridcf #real #madrid #sports",1557847674132791296,whatisbestnow,1112875661138579456,2019-04-02 00:33:28,,"Los Angeles, CA",,False,5,130800,194604,3,228
"Luka Modric, Casemiro and Toni Kroos of Real Madrid celebrate with the UEFA Super Cup trophy after their sides victory during the UEFA Super Cup Final 2022 between Real Madrid CF and Eintracht Frankfurt at Helsinki Olympic Stadium in Helsinki, Finland,

https://t.co/Yy39ZS9Zgr https://t.co/jIrvhLsvnG",1557607996267663361,izzorv6,219254618,2010-11-24 10:43:17,,Melbourne fl,,False,0,5,20319,68,55
"At the Helinski Olympic Stadium!, Real Madrid CF faces SG Eintracht Frankfurt in the battle for the UEFA Super Cup!

Who will win?

Join our discord: https://t.co/GnMXq74kRw

#RMAFRA | #RMASGE | #RM | #RMCF | #SGE | #EintrachtFrankfurt | #RealMadrid | #UEFASupercup | #UEFA https://t.co/5beVcFLnWN",1557441470646337536,footballivity,1487723754402856966,2022-01-30 09:46:46,,United States,,False,1,915,804,4984,217
"LTEC Athlete #BaseBall 

#MLB ⚾️

Original #NFTs from (the now!) 40 time decorated music video:
“Let Them Eat Cake (Official Video)”

 https://t.co/9tdTrqjaKv via @opensea",1560053745953767426,Earnest_Diaz,15511301,2008-07-21 06:08:21,,"H, TX",,False,26,25812,2736,4838,1591
"#LeagueWatchParty happening in a few minutes. Love the baseball, the friendships, the gay, the struggles, the joy. @LeagueOnPrime #ALeagueOfTheirOwn",1560053697987624961,Lowkey_Angsting,1461555556674592768,2021-11-19 04:44:23,,"Midwest, USA",,False,0,2747,790,471,106
Brett Bart currently has the best batting average in baseball in this moment in time. https://t.co/pWXLeJ4Okk,1560053688349114369,daphilosofizer,762223940,2012-08-16 19:58:11,,"Buffalo, NY",,False,7,11246,15196,1088,269
Liam is a solid add for TNXL this year. Has an excellent run tool and will be a solid utility player. https://t.co/w4r19OwODR,1560053660759080965,TNXL_Baseball,438567154,2011-12-16 18:59:46,,"Orlando, fl",,False,26,14535,15223,2007,4456
The Mets are the best team in baseball and are for sure winning the World Series this year. Nobody is beating Degrom and Scherzer in a 7 game series.   Hal should take notes on how uncle Stevie operates.,1560053652554977281,Joe_Esposito_,244230013,2011-01-28 20:55:31,,"Jersey City, NJ",,False,2,23088,14212,457,438
Lefty vs. Lefty Toledo Mudhens @ Columbus Clippers #AAA #Baseball #MiLB #MilitaryNight https://t.co/VDMwfz57qW,1560053635186311168,JamiePo70656092,1519456751770345472,2022-04-27 23:22:01,,"Pickerington, OH",,False,0,727,324,65,20
Phillies broadcast has funny response to Keith Hernandez jab https://t.co/0pOxPJc2X5,1560053619856052224,larrybrownsport,197528800,2010-10-01 18:59:26,,Los Angeles,,False,27,90,70497,14,698
Cool. 3 &amp; 3 against two of the worst teams in baseball https://t.co/dEUKzk6D9d,1560053581515997186,J_Quinn26,318778697,2011-06-17 01:28:24,,"Notre Dame, IN",,False,13,4919,9107,648,130
@JakeOdorizzi for the love of god retire. baseball is not for you.,1560053576810090496,DWSharpe_,3283533758,2015-07-18 16:20:12,,"Atlanta, GA",,False,6,187164,75874,1261,2108
"@DOBrienATL Is Odorizzi’s contract a pure 2023 player option, because according to Baseball Reference there is also a team buyout?",1560053570254225410,Lenneal,39625012,2009-05-12 23:19:05,,"Scottsdale, AZ",,False,4,6289,8366,1228,164
"Brett Baty who is wearing number 22. In a 2-0 game, in the 2nd inning, in the 2nd pitch of his at bat, hits a 2 run home run. 

How can you not be romantic about baseball? #LGM",1560053535240294401,Kemimets,1448084321806475271,2021-10-13 00:33:18,,"New York, NY",,False,0,537,112,151,51
Grind and let the baseball gods figure it out for you! https://t.co/iBblOVVBrR,1560053453417615360,EthanMelquist,1400793141737713670,2021-06-04 12:35:16,,"Las Vegas, NV",,False,0,1134,3140,4923,452
"People are either too hung up on homeruns or just flat out don't know shit about where Bogaerts stands with all the other SS in baseball offensively. He's top 5, pretty easily.",1560053431221493761,nysoxfan79,35484262,2009-04-26 15:14:58,,Syracuse,,False,30,16571,169962,2282,779
1st Day of the 2022-2023 school year is complete! The BCHS baseball coaching staff is looking forward to a great Fall/Winter of baseball! Time to compete in the off-season. #CultureChange #JACKETS,1560053429581512710,BessemerCityBSB,1435324007167922178,2021-09-07 19:28:30,,"Bessemer City, NC",,False,0,111,135,79,82
"It was today in 1920 when Ray Chapman, shortstop for the Cleveland Indians, became the only professional ballplayer to die from an on-field injury...
https://t.co/cimRqv4i6M",1560053401764990976,MagellanMusic,17883382,2008-12-04 23:36:02,,Oklahoma City,,False,8,63949,27728,321,201
How can you not be romantic about baseball! https://t.co/wYUw7berKO,1560053337835413505,mikenol1025,371508005,2011-09-11 00:30:38,,NY,,False,1,1120,3016,1165,926
Not surprised about the Yankees. The most overrated team in Baseball! https://t.co/1y5YrwVAmm,1560053328842608640,jimmyescobar3,33572530,2009-04-20 16:35:12,,Miami/LA ,,False,4,35177,13802,199,269
USA Baseball Swag….Ready to compete tomorrow! https://t.co/JN6oVvMDsM,1560053319204216832,TavHiaring12,1556494755382509568,2022-08-08 04:17:47,,"Meridian, ID",,False,0,58,12,177,32
God Bless @StevenACohen2 !  It’s a new era of @Mets baseball and we couldn’t be more excited.  #LFGM #LGM,1560053289894481921,BrosBeerGuide,2191392144,2013-11-13 01:31:38,,USA & Worldwide ,,False,5,1001,1263,511,158
"BASEBALL: 

Auburn transfer Justin Kirby, coming to The Plains from Kent State, comes in at #70 after putting up a .323/.420/.646 line with 15 HRs &amp; 14 SBs in 2022. Has experience at all three outfield positions and first base, most experienced in right field. 

(cc: @si_auburn) https://t.co/15zh8w8x2r",1560053177164103682,CrosbyBaseball,1130832753229017089,2019-05-21 13:48:33,,"Auburn, AL",,False,18,3149,13374,402,1064
"Super-weird that a guy I covered when he was *a junior in high school* is now retired. I recall being told he was about 6'7"" (and still growing) and was hitting 88 on the radar gun. 

Either I've been working for a long time or baseball careers are really, really short. https://t.co/p12aBLcosV",1560053147263029248,pennyfore,344093827,2011-07-28 14:53:51,,"New York, NY",,False,12,6928,10660,455,265
"Guardians, Ramirez fostering baseball in Cleveland's largest Hispanic neighborhood https://t.co/c3MdSiqYfT",1560053124240445440,timgill924,2301677528,2014-01-20 16:35:38,,"Knoxville, TN",,False,140,87806,73498,3807,21350
"This past weekend the Malvern Prep and Malvern Prep Baseball community received sad news that former Head Coach (99-09), Teacher, and Alum, Mike Hickey, had passed away. We send our condolences and keep his family in our thoughts and prayers #RIPHick 🙏

https://t.co/773JDqvUXz",1560053070528217088,MPFriarBaseball,1071493782,2013-01-08 17:33:07,,"Malvern, PA",,False,8,7336,4810,1668,2641
Congratulations to ⁦@jack_bakus⁩ and ⁦@zackparker09⁩ for being named to the American Legion World Series all tournament team!  ⁦@Dowathletics⁩ ⁦@BerryhillP165⁩  https://t.co/LoREXivahP,1560053024843776000,BaseballDow,1378520511601328128,2021-04-04 01:31:45,,"Midland, MI",,False,1,132,251,50,139
"PV Sindhu pulls out of World Championships owing to stress, fracture https://t.co/dORSsgRpxx",1559815415987142659,theindpanorama,797770519,2012-09-02 07:51:09,,"New York, USA",,False,61,49,23353,142,793
"1st 3 wks post TKR woke up most nights w/ pain. NORMAL. Kept consistent habits, bed only 4 sleep, minimal naps. Hit 3.5 weeks, BOOM, sleeping thru night again.  Behavioral strategies work. No meds needed! Even 4 women above a certain age 😉 (someone oughta tell Lindsey Vonn)",1559949866079502340,DrMShapiroIA,3226721463,2015-05-01 19:30:38,,"Grimes, IA",,False,25,14149,7797,577,1298
"“When you fall, get right back up. Just keep going, keep pushing it.” — Lindsey Vonn #BTSGuruInspireMe",1558938766223429633,BTSSportsGuru,1441684115351212041,2021-09-25 08:41:27,,"Miami, FL USA",,False,3,630,4577,5000,1356
"“Life changes very quickly, in a very positive way, if you let it.” Lindsey Vonn

SFlendid NIGHT WITH KDLEX 

#ALEXAfabStarOnTheWarfield

#SFectacularNightWithKD

@alexailacad @kdestrada_",1558256584370933761,monett_nael,862475564,2012-10-05 03:53:04,,NJ,,False,0,9833,36917,1504,1152
"I never saw this covered on the @GolfChannel where hypocritical anchors talk about tiger upholding the purities and traditions of golf. This Catholic calls it pure adultry. 
https://t.co/Ly5pTgQfWd",1557697827563868161,digital_trav,2366118049,2014-02-28 21:26:06,,USA,,False,13,16196,59838,1689,678
"Get the Look: Lindsey Vonn at the 2022 ESPY's: Celebrity hairstylist and Aquage brand ambassador Laura Polko shows her how-to at this year's Espy Awards, working on Alpine skier Lindsey Vonn. https://t.co/en11MpUOZn",1557397118989377536,ModernSalon,23993912,2009-03-12 18:01:51,,"Chicago, Illinois",,False,390,5906,15151,678,53663
"I wish I watched more basketball as a youth, spent my time watching the Knicks, should have watched other teams played more. and collected basketball cards",1560053822722134019,bblessmusic,117265850,2010-02-25 02:13:02,,New York,,False,11,11055,28121,4328,3356
